Durationinseconds,RecordedDate,ResponseId,Employment,Country,CountryOther,Gender,Age,Education,CollarColor,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,MissingData,ZeroVar,ValuesDomain,MediatorDomain,FulfillmentDomain
235,6/28/17 12:34,R_cvTN1UMp5otOvZf,1,4, ,1,2,3,2,7,9,8,9,9,8,9,9,8,9,7,8,9,7,9,9,8,7,8,9,9,9,8,8,9,7,9,9,7,9,9,0,0,8.5,8.166666667,8.454545455
104,6/28/17 12:47,R_2dMWEuYJa3R5siP,1,2, ,1,1,3,1,7,8,8,8,8,7,8,7,8,7,6,5,8,8,8,9,9,7,8,7,8,9,8,7,8,8,9,10,7,8,8,0,0,7.625,7.5,8.181818182
141,6/28/17 12:49,R_22WTRzYY6wcAXII,1,1, ,1,1,4,1,4,6,7,6,5,5,6,6,5,4,6,5,8,7,7,7,7,7,7,7,7,6,5,6,7,5,7,5,6,6,6,0,0,5.625,6.416666667,6
161,6/28/17 13:25,R_1IWreFMlQ9GtOGe,1,1, ,1,3,5,4,5,8,8,8,8,6,5,8,7,5,7,8,9,7,8,7,5,8,8,9,7,7,8,7,8,5,8,7,6,5,7,0,0,7,7.333333333,6.818181818
589,6/28/17 13:30,R_r88bdbemyaXcvdv,1,1, ,2,2,5,1,8,10,10,10,10,7,3,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,10,7,8,8,8,8,8,0,0,8.125,7.666666667,8.181818182
513,6/28/17 14:09,R_1GTjNWisyVzMigr,1,1, ,1,3,4,4,7,8,8,7,6,7,8,7,7,7,8,7,7,7,7,7,8,8,7,10,7,7,6,6,6,5,7,7,8,6,7,0,0,7.25,7.5,6.545454545
2657,6/28/17 14:15,R_268BArpGuPuCPGo,1,1, ,2,2,4,2,8,8,6,6,7,8,8,7,8,6,6,5,5,5,10,10,9,8,4,4,6,6,3,4,5,6,6,6,5,5,7,0,0,7.25,6.666666667,5.363636364
494,6/28/17 14:23,R_Zyihu4aULhXWExP,1,6,Venezuela,1,3,5,3,8,10,9,8,7,6,8,8,9,7,7,7,10,9,10,10,9,9,8,10,9,10,9,8,8,6,7,10,10,9,9,0,0,8,8.75,8.636363636
278,6/28/17 14:28,R_VRzs4NiLN9utGp3,1,1, ,1,4,5,1,5,9,10,9,8,5,5,6,6,5,5,6,9,9,10,8,6,9,9,9,8,9,8,5,9,8,10,9,8,8,8,0,0,7.125,7.583333333,8.181818182
94,6/28/17 15:04,R_22kNqjCeoo6V8wC,2,1, ,1,1,4,1,0,8,8,8,8,9, ,8,5,5,0,0,10,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,1,0,7,6.666666667,7.454545455
135,6/28/17 15:35,R_3J9MFgxscU21UT9,1,1, ,1,5,2,1,8,9,8,7,8,8,7,8,8,8,8,7,7,8,8,6,7,8,8,8,8,9,7,7,8,9,9,8,7,7,8,0,0,7.875,7.583333333,7.909090909
84,6/28/17 15:56,R_1rwbxKNXtIJJe5B,1,1, ,1,2,6,1,8,2,8,4,7,3,8,3,9,4,8,4,8,3,8,4,7,3,8,4,8,4,8,3,7,3,8,3,7,4,7,0,0,5.375,5.833333333,5.636363636
197,6/28/17 16:10,R_3W68ZnXfhlo1KoN,1,1, ,1,3,4,1,7,10,6,8,5,10,7,10,7,10,10,6,5,10,8,7,7,4,9,10,7,9,10,8,7,7,10,10,8,4,8,0,0,7.875,7.75,8
211,6/28/17 16:20,R_10TN8zDlLNzuzzn,1,1, ,2,2,6,4,8,9,9,8,4,5,5,8,6,7,6,8,8,6,8,8,7,8,8,8,7,8,8,7,8,5,7,7,7,8,8,0,0,7,7.333333333,7.272727273
190,6/28/17 16:24,R_9v6vqlTyoK2PSnv,1,1, ,1,2,4,3,7,9,7,6,9,9,9,10,6,10,7,9,10,9,7,6,8,7,8,10,10,8,7,7,8,8,5,8,7,4,7,0,0,8.25,8.083333333,7.181818182
115,6/28/17 16:25,R_C9tzlH6I16XFfxL,2,1, ,2,1,4,3,6,6,5,5,5,5,5,5,5,5,5,5,6,5,4,6,4,5,5,5,6,5,5,4,4,4,4,4,5,6,4,0,0,5.25,5,4.636363636
121,6/28/17 16:37,R_3EtZPU3QfOE8Jns,1,1, ,2,2,4,1,5,5,5,5,5,5,4,6,6,7,5,5,7,7,7,5,7,5,4,6,5,5,6,5,7,6,5,5,4,4,8,0,0,5,5.916666667,5.454545455
103,6/28/17 16:50,R_1kIDDt9NrI8gUZD,1,1, ,2,1,4,2,7,7,7,6,6,5,7,4, ,7,4,7,4,7,6,4,7,4,7,4,7,4,5,7,4,4,7,4,7,6,4,1,0,6.125,5.545454545,5.363636364
76,6/28/17 17:06,R_dgkWFEhxUEzF63n,1,1, ,1,2,5,1,6,7,7,6,6,7,6,5,4,6,7,6,6,5,6,6,6,6,7,6,6,7,5,5,6,6,6,6,7,6,6,0,0,6.25,5.916666667,6
217,6/28/17 17:11,R_UlntJaoV3egh35n,2,1, ,2,1,5,3,5,10,10,7,4,7,7,9,5,7,8,6,10,10,10,9,5,6,8,10,10,10,8,9,10,5,7,7,5,3,6,0,0,7.375,7.833333333,7.272727273
1534,6/28/17 17:22,R_1n892RWDWJowihd,2,1, ,2,3,5,1,6,10,5,10,0,0,0,0,1,0,0,6,0,0,1,5,3,0,0,0,7,10,10,0,5,0,0,0,0,0,0,0,0,3.875,1.333333333,2.909090909
297,6/28/17 17:35,R_1OpZ3Xu83KE4F6d,2,1, ,2,3,3,1,5,8,9,6,5,2,9,10,8,7,8,7,10,10,8,6,8,8,9,9,5,9,8,7,6,5,8,9,6,6,10,0,0,6.75,8.166666667,7.181818182
128,6/28/17 18:02,R_RqncXWgwgV9wNO1,1,1, ,1,3,5,1,7,7,9,9,8,8,8,8,8,8,8,8,8, ,8,8,8,8,8,9,9,9,8,8,8,8, ,8,8,8,8,1,0,8,8.090909091,8.2
531,6/28/17 18:10,R_2374QnGOzFHN8cN,2,6,Venezuela,1,6,5,3,7,10,9,10,7,7,9,9,8,7,9,9,9,8,8,8,7,7,9,10,7,9,9,7,9,8,7,8,6,6,7,0,0,8.5,8.25,7.545454545
613,6/28/17 19:42,R_PASXNWgaZDAiOPv,1,5, ,1,3,2,1,7,9,5,7,5,8,7,5,6,6,5,9,9,5,9,10,8,5,3,8,6,6,9,9,5,6,5,6,6,7,7,0,0,6.625,6.916666667,6.545454545
101,6/28/17 19:43,R_3ef9ETcO3vP0CwB,1,1, ,1,2,6,4,7,7,8,7,8,7,7,7,8,8,8,7,8,7,8,7,7,8,7,8,7,8,7,8,7,8,7,8,8,7,8,0,0,7.25,7.583333333,7.545454545
249,6/28/17 19:49,R_2OYZNudIMvjWWBm,1,1, ,1,6,6,3,8,10,10,7,7,0,5,7,9,9,6,7,9,9,8,10,10,9,9,10,10,10,9,8,8,0,8,9,9,8,10,0,0,6.75,8.75,8.090909091
253,6/28/17 20:04,R_3h6C0ah1BovlPgA,2,1, ,2,4,5,3,7,10,9,9,10,5,9,10,9,10,10,9,10,10,10,9,9,9,9,10,9,9,9,9,9,7,10,10,10,10,10,0,0,8.625,9.5,9.272727273
175,6/28/17 20:07,R_3GprJjNroLBhOkq,1,1, ,1,3,4,3,9,10,9,9,9,7,8,9,9,8,9,8,9,8,9,9,8,6,9,9,8,9,9,9,9,8,9,9,9,9,9,0,0,8.75,8.416666667,8.818181818
307,6/28/17 20:08,R_2X5QXr1CzHhpRaO,1,1, ,2,2,5,1,10,8,9,7,10,7,8,9,8,8,9,8,9,7,10,8,8,9,7,8,7,8,8,9,7,7,6,9,4,7,8,0,0,8.5,8.25,7.272727273
313,6/28/17 20:14,R_3po6uFO8O6spwiy,1,1, ,1,3,5,1,9,7,8,9, ,8,6,7,6,8,7,7,8,7,8,9,7,5,6,8,7,5,7,8,9,6,7,8,7,6,7,1,0,7.714285714,7.166666667,7
2111,6/28/17 20:39,R_XtA6gZrd5Hrhj21,1,1, ,2,1,3,2,10,5,5,9,5,10,2,0,5,9,3,5,10,0,4,10,5,0,8,4,10,7,10,5,9,0,9,7,2,10,9,0,0,5.75,5.25,7.090909091
499,6/28/17 20:51,R_3My9MhbSeJFvatF,1,1, ,2,2,5,3,7,10,10, ,7,8,9,10,7,10,9,10,10,8,9,10,8,10,10,10,8,9,10,7,9,7,9,8,9,9,7,1,0,8.714285714,9.25,8.363636364
134172,6/28/17 20:52,R_3nkm6mv28KSWaFY,1,5, ,1,2,5,4,8,6,6,8,3,7,10,6,9,3,6,5,7,8,5,7,6,10,8,5,7,6,4,8,6,8,3,5,8,7,10,0,0,6.75,6.583333333,6.545454545
256,6/28/17 20:54,R_1okfCPffnsLq49B,1,1, ,2,3,5,4,5,9,8,4,3,5,5,5,5,5,3,4,6,6,6,10,6,5,5,7,6,5,5,5,5,4,9,8,7,9,8,0,0,5.5,5.666666667,6.454545455
143,6/28/17 21:09,R_3EYGBZ0fd1XasO1,1,3, ,2,2,6,4,7,7,7,7,7,7,7,8,6,6,6,7,8,7,8,8,8,8,8,10,7,7,8,8,8,6,7,8,7,6,7,0,0,7.125,7.5,7.181818182
254,6/28/17 21:12,R_1drVkxTUZM6LXO2,1,5, , ,1,5,3,6,7,7,7,6,5,7,7,7,7,6,7,7,5,8,7,7,4,7,7,7,6,7,7,7,5,6,7,7,6,8,0,0,6.5,6.583333333,6.636363636
105,6/28/17 21:23,R_3JlazPT90FIh3b3,1,1, ,2,2,4,4,9,9,9,7,9,8,9,8,9,8,9,7,9,8,9,8,9,7, ,8,6,8,9,8,5,4,8,9,8,9,8,1,0,8.5,8.272727273,7.454545455
180,6/28/17 21:37,R_6sCs9UMHPkoiR3j,1,1, ,1,3,5,4,10,10,8,8,5,0,0,5,0,5,5,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,0,0,5.75,8.166666667,9.545454545
188,6/28/17 21:43,R_7OMTFvxBlaWhfPz,1,1, ,1,4,4,1,7,10,8,9,7,9,9,8,9,9,8,8,10,8,9,8,7,9,9,9,8,10,9,8,8,7,7,9,8,8,9,0,0,8.375,8.583333333,8.272727273
352,6/28/17 21:45,R_1QKuootIO9ozFQd,1,1, ,2,3,5,4,8,9,9,6,5,3,8,3,6,6,2,7,9,6,8,8,2,7,5,8,9,9,6,6,3,3,7,8,8,7,8,0,0,6.375,6.166666667,6.727272727
245,6/28/17 22:17,R_1rB3qJhnWnl8tlu,1,1, ,1,2,4,3,7,10,10,8,8,5,5,5,8,7,5,8,10,7,10,10,7,8,5,10,8,10,10,8,8,5,8,10,8,8,8,0,0,7.25,7.916666667,8.272727273
128,6/28/17 22:20,R_3lGEhNniP1F3VkB,1,5, ,2,2,4,2,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,7,8,8,8,7,8,8,8,8,8,8,6,8,8,7,7,0,0,8,7.75,7.636363636
176,6/28/17 22:47,R_3FOF5FTEvQAajZ1,1,1, ,1,4,5,4,5,9,10,8,8,5,4,7,7,6,5,8,8,8,8,8,8,9,9,9,9,10,9,7,9,7,9,9,6,8,8,0,0,7,7.75,8.272727273
238,6/28/17 22:55,R_28CCTsnylDUkBuq,2,5, ,2,2,5,4,3,10,8,10,9,5,8,10,9,10,10,10,10,7,10,10,7,8,6,10,7,8,9,9,7,7,5,10,8,10,9,0,0,7.875,8.916666667,8.090909091
43893,6/28/17 22:58,R_30w7p8srZBgOjDe,1,6,Jamaica,1,1,3,2,10,9,9,8,5,5,8,10,9,9,10,9,10,10,10,10,10,8,9,9,9,8,8,6,7,5,8,8,5,8,6,0,0,8,9.416666667,7.090909091
159,6/28/17 23:14,R_1pVvbcsXxvjTRxx,1,1, ,2,3,5,1,9,10,9,10,9,9,9,9,9,9,9,10,10,8,8,9,9,9,10,10,10,10,10,10,10,8,9,10,7,8,9,0,0,9.25,9.166666667,9.181818182
204,6/28/17 23:46,R_2fXEaPFM8bFl6E1,1,1, ,2,2,4,4,8,10,9,10,10,8,8,9,7,8,8,9,9,7,8,7,7,6,7,7,7,8,8,9,8,6,8,8,8,5,7,0,0,9,7.5,7.454545455
226,6/29/17 0:11,R_W7IuGcWjYR5fspr,1,1, ,1,2,5,4,9,10,10,7,6,4,3,8,6,5,2,6,10,6,9,8,10,8,7,10,8,10,6,7,8,2,7,9,7,8,9,0,0,7.125,7.25,7.363636364
263,6/29/17 0:13,R_1DYWtmrqnaW4Gly,1,5, ,2,3,6,4,8,8,8,8,8,7,8,8,7,7,8,7,8,6,8,9,7,7,7,8,8,7,8,7,7,6,8,8,7,9,7,0,0,7.875,7.416666667,7.454545455
2093,6/29/17 0:16,R_2OIJpmB0OWKij9V,1,5, ,1,4,5,4,8,8,9,9,7,10,8,9,8,8,9,9,8,8,9,9,8,7,8,9,9,8,9,8,8,9,9,9,9,9,9,0,0,8.5,8.333333333,8.727272727
457,6/29/17 0:28,R_2UhMK8cyUS5B4Lm,1,5, ,1,4,5,4,9,10,0,10,7,8,6,3,7,8,6,3,10,6,10,10,10,10,6,10,5,9,4,4,6,4,8,10,7,10,10,0,0,6.625,8,7
179,6/29/17 0:34,R_29rgyQzCK1CQ3cZ,1,5, ,1,2,6,4,9,10,10,9,10,10,9,10,10,9,10,10,10,9,10,10,9,10,10,10,10,8,9,10,10,9,9,9,10,9,10,0,0,9.625,9.75,9.363636364
132,6/29/17 1:06,R_3hbzQtkRnXYpHug,1,5, ,2,2,4,2,6,5,7,5,8,4,7,4,7,5, ,7,5,4,8,5,7,4,6,5,5,5,6,5,6,5,6,5,6,4,6,1,0,5.75,5.727272727,5.363636364
386,6/29/17 1:42,R_26fknHNt6QAAvMA,1,1, ,2,2,6,3,6,10,9,8,8,7,6,7,9,8,6,7,8,4,8,7,9,8,7,8,3,9,9,7,6,5,7,8,9,5,7,0,0,7.625,7.416666667,6.818181818
197,6/29/17 2:14,R_1dNsNZ6nsSxNOjB,1,2, ,2,2,5,4,5,8,9,9,9,9,9,9,7,10,9,9,9,10,7,7,10,10,10,10,8,10,10,10,10,10,10,10,10,10,9,0,0,8.375,9,9.727272727
175,6/29/17 2:37,R_1cTl30DixHDnBwt,1,5, ,1,2,4,1,7,6,7,7,6,5,5,7,7,6,7,8,7,8,7,7,6,7,7,7,8,8,8,7,8,8,7,8,8,8,8,0,0,6.25,7,7.818181818
157,6/29/17 3:29,R_1CCv5gpUSbGXm0s,1,5, ,1,2,6,4,7,9,8,8,7,7,8,9,8,8,9,8,9,8,9,8,7,8,7,8,8,8,8,8,7,8,7,8,7,8,7,0,0,7.875,8.083333333,7.636363636
208,6/29/17 4:14,R_1Hpg1yUgiYquVc9,2,6,Bulgaria,1,2,3,3,5,8,8,5,5,5,5,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,0,0,5.75,4.333333333,4.363636364
105,6/29/17 4:59,R_1FskayFBc8toxg5,1,6,Spain,1,2,6,5,10,10,7,10,10,5,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9,9.166666667,10
238,6/29/17 5:28,R_3iC4VEjR1Gl1HL2,1,5, ,1,2,6,3,7,8,7,7,8,8,8,7,7,7,8,7,8,7,7,8,8,8,7,8,7,7,7,8,8,7,8,7,8,8,8,0,0,7.5,7.5,7.545454545
304,6/29/17 5:57,R_sk6gKpSPCjzi2Bj,1,5, ,1,3,6,3,8,8,9,9,9,9,9,9,9,8,8,9,9,8,9,9,8,8,9,9,8,9,8,9,9,9,9,9,8,8,9,0,0,8.75,8.583333333,8.636363636
171,6/29/17 6:30,R_3QQobvDST0qYebi,1,1, ,2,5,5,4,10,10,10,10,8,8,9,9,8,8,7,10,10,9,10,10,10,10,10,10,10,10,10,10,10,8,9,9,9,9,10,0,0,9.25,9.333333333,9.454545455
350,6/29/17 6:55,R_3R7vyzxY0QtkpIA,1,1, ,2,5,4,4,7,10,9,10,9,8,9,10,10,9,9,10,10,9,9,9,9,9,9,9,8,9,9,7,9,8,9,9,8,8,9,0,0,9,9.25,8.454545455
457,6/29/17 6:59,R_1N5n1PBorGAeWnL,1,5, ,2,2,4,3,6,8,7,3,5,8,9,6,7,9,4,6,8,7,4,6,7,8,7,9,6,7,9,8,3,5,7,8,6,8,6,0,0,6.5,6.833333333,6.636363636
317,6/29/17 7:11,R_2tK9Ye0jI21GSYJ,1,5, ,1,2,4,3,8,6,8,7,8,3,8,8,9,7,9,9,9,8,9,8,2,7,6,8,9,7,9,7,8,9,7,9,8,6,8,0,0,7,7.583333333,7.909090909
86,6/29/17 7:42,R_3EW1fXfDIWSSHBs,1,1, ,2,2,4,1,6,9,3,6,9,9,8,3,4,6,6,6,8,9,10,10,10,10,7,7,3,3,5,5,7,7,10,6,2,4,5,0,0,6.625,7.75,5.181818182
1848,6/29/17 8:01,R_22m3sV1LAmMFDCk,1,5, ,2,2,6,4,8,10,9,10,10,9,9,10,8,8,9,9,10,8,8,9,9,10,9,8,8,9,9,8,9,10,9,8,8,10,9,0,0,9.375,8.75,8.818181818
264,6/29/17 8:30,R_xbZOwWZEKeHFw2J,2,1, ,2,4,5,2,8,10,10,10,5,5,5,6,5,0,4,9,9,6,5,8,7,0,10,5,7,10,10,6,7,5,8,5,5,5,9,0,0,7.375,5.666666667,7
257,6/29/17 9:20,R_z1Ed224m5jyS4Vz,1,5, ,2,2,6,4,8,7,8,8,8, ,9,9,8,9,9,9,8,9,8,9,9,9,8,9,8,9,9,9,7, ,8,8,9,8,9,1,0,8.142857143,8.666666667,8.4
196,6/29/17 9:22,R_1ewA8lQllKez61B,1,6,Trinidad & Tobago,2,3,5,3,8,10,8,7,7,5,9,9,9,9,8,9,10,9,10,9,10,8,8,10,9,9,9,9,8,9,10,10,8,9,10,0,0,7.875,9.083333333,9.090909091
170,6/29/17 9:28,R_21hMRQTKSLopZhz,1,1, ,2,2,5,4,8,9,9,7,8,6,7,8,10,10,8,8,7,8,8,9,8,9,8,7,8,8,7,7,8,6,8,8,8,9,8,0,0,7.75,8.333333333,7.727272727
196,6/29/17 10:21,R_2rHLuPXs0kRxJNz,1,1, ,1,2,4,3,6,9,9,8,8,8,6,7,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,0,0,7.625,8.166666667,7.909090909
219,6/29/17 10:27,R_241aoasy7jvho02,1,1, ,2,2,5,4,8,9,9,9,9,5,9,9,9,9,9,9,10,2,9,9,9,9,10,10,10,10,10,10,10,8,10,10,10,10,10,0,0,8.375,8.666666667,9.818181818
210,6/29/17 11:17,R_2vcRGAfEx2Tm8bZ,1,1, ,2,2,6,4,8,8,9,10,10,9,10,10,8,8,7,8,9,8,10,8,7,8,10,10,10,10,9,8,8,8,10,8,10,7,10,0,0,9.25,8.416666667,8.909090909
214,6/29/17 11:49,R_2YPLrUhYma4WXll,1,1, ,2,5,4,4,8,10,10,10,10,5,8,9,6,6,9,9,9,8,9,8,10,8,9,9,10,10,10,9,9,7,9,9,6,9,9,0,0,8.75,8.333333333,8.818181818
2306,6/29/17 12:13,R_XB9yRBslrOBIQY9,1,1, ,2,1,4,1,8,8,9,5,5,5,7,8,10,7,7,3,7,9,10,10,7,8,7,5,8,7,5,5,9,4,5,9,7,9,9,0,0,6.875,7.5,7
134,6/29/17 12:18,R_3R1vW4zh9n55XKa,1,1, ,2,3,6,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,1,10,10,10
129,6/29/17 12:44,R_6lG4CYZ4jLyTFCN,1,1, ,2,2,6,4,3,8,7,8,7,8,9,8,9,9,9,8,10,10,8,6,7,10,8,9,6,8,8,8,7,6,6,8,7,6,6,0,0,7.25,8.583333333,6.909090909
359,6/29/17 12:55,R_2YmGvpOjlQzH8zt,1,1, ,2,2,5,2,7,10,9,5,5,5,8,6,7,6,7,7,8,7,7,6,5,7,8,9,7,8,9,7,7,6,5,9,5,5,7,0,0,6.875,7,6.818181818
131,6/29/17 13:50,R_1is9kd3tr5C3SOc,1,1, ,2,2,6,2,5,8,7,7,8,9,8,8,8,8,8,8,10,7,8,8,10,7,8,10,7,8,8,7,8,7,9,9,8,7,7,0,0,7.5,8.333333333,7.727272727
233,6/29/17 15:43,R_3rGkY6PmxWY1N3t,1,1, ,2,3,4,1,8,10,8,10,9,10,5,9,4,8,7,10,10,10,10,9,7,4,8,10,7,10,9,10,9,5,9,10,8,6,10,0,0,8.625,8.083333333,8.454545455
159,6/29/17 16:31,R_UhCjHYZHPsHdQ65,1,1, ,1,2,4,3,7,9,10,9,7,6,5,6,8,7,5,6,7,6,7,7,6,7,9,9,6,9,6,6,6,5,7,7,6,7,8,0,0,7.375,7,6.636363636
185,6/29/17 16:43,R_2RQyip4udzNNC1u,1,1, ,1,3,6,3,7,9,9,9,5,3,5,10,8,10,10,8,6,7,7,9,10,10,9,10,8,9,9,7,10,10,8,6,8,6,9,0,0,7.125,8.666666667,8.181818182
517,6/29/17 17:12,R_1mf5xhPEgHG69hX,1,1, ,1,4,5,4,5,8,8,8,7,9,9,9,7,9,8,8,10,9,10,10,8,7,9,10,9,9,8,8,9,8,9,9,9,9,9,0,0,7.875,8.75,8.727272727
221,6/29/17 17:58,R_0UL5GzuP7wMejpD,1,1, ,2,1,5,2,10,10,10,5,10,5,10,10,10,7,9,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,9,10,10,0,0,8.75,9.333333333,9.909090909
409,6/29/17 18:53,R_2tfGusnMJ9UJQ4h,1,5, ,1,1,4,3,8,8,10,7,7,8,9,7,9,9,7,9,10,9,9,10,8,8,7,8,8,8,10,7,9,8,7,10,8,8,5,0,0,8,8.583333333,8
148,6/29/17 19:31,R_esMpZc04KSS3UyJ,1,2, ,1,2,6,4,6,9,8,8,7,8,8,7,6,9,7,9,9,8,8,8,9,9,9,10,9,9,9,6,8,6,8,7,9,6,9,0,0,7.625,8.416666667,7.818181818
167,6/29/17 19:55,R_pAZlaVTC9Vbktfb,2,1, ,1,2,3,1,10,10,10,10,10,10,9,9,9,9,10,9,9,9,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,0,0,9.75,9.583333333,9.818181818
146,6/29/17 20:03,R_2CP3RAJ8Ck3Ji3L,2,1, ,2,1,4,1,8,10,8,8,9,5,8,8,6,4,3,10,10,6,6,8,7,7,7,9,8,8,8,7,9,8,7,10,3,7,8,0,0,8,6.916666667,7.545454545
308,6/29/17 20:09,R_1hB9gfJsaxHN4pp,1,1, ,1,1,5,4,8,10,10,10,8,9,7,10,10,8,10,10,10,8,10,10,8,10,10,10,9,10,10,10,8,9,10,10,10,10,10,0,0,9,9.5,9.636363636
170,6/29/17 20:33,R_1NlhmURG8rzMPG3,1,5, ,2,3,6,4,10,10,10,10,10,10,10,10,9,9,9,10,9,9,9,8,9,8,9,8,10,8,8,8,10,5,8,10,9,10,9,0,0,10,8.833333333,8.636363636
161,6/29/17 20:44,R_233N1JMR96VcRFM,1,1, ,2,2,5,2,5,8,8,7,7,5,5,6,6,6,5,7,7,6,6,6,5,5,6,5,7,8,7,7,7,6,7,8,7,7,8,0,0,6.375,5.833333333,7.181818182
324,6/29/17 21:21,R_cGv1R4l5TDH9rpf,1,1, ,2,2,5,2,9,9,10,8,8,10,8,10,9,8,10,10,10,10,10,7,5,7,7,7,10,10,7,6,6,8,5,8,10,7,7,0,0,9,8.333333333,7.636363636
489,6/29/17 21:23,R_5sFlprye6lefYpb,1,1, ,1,1, ,3,10,9,9,7,7,6,9,8,9,8,10,7,8,8,10,8,7,6,9,6,7,8,9,7,9,7,6,10,9,7,7,0,0,8.125,8,7.818181818
308,6/29/17 21:57,R_25uoddPOvCJtc8q,1,5, ,1,5,5,4,10,10,10,10,10,5,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,0,0,9.375,9.666666667,9.545454545
239,6/29/17 22:30,R_QiiXYqqdYqQHEmR,2,1, ,1,2,4,1,8,10,10,10,8,5,5,8,8,8,7,10,10,10,10,10,10,10,5,10,10,10,10,10,10,6,10,10,7,10,10,0,0,8,9,9.363636364
699,6/29/17 22:53,R_3EzjPHsSJtsB92F,1,5, ,1,3,6,3,8,8,8,8,8,7,8,8,8,8,8,8,9,8,9,9,8,9,8,9,9,9,9,9,9,8,7,8,8,8,8,0,0,7.875,8.416666667,8.363636364
495,6/29/17 23:42,R_3FR8VbBSZZ3QLib,1,5, ,2,2,5,4,9,9,8,7,8,8,9,7,6,8,9,8,10,7,9,8,9,7,9,9,9,8,8,6,8,7,9,9,5,8,9,0,0,8.125,8.25,7.818181818
177,6/30/17 0:18,R_vl9wxD8IcGhWBUJ,1,5, ,2,3,6,4,7,10,7,8,8,8,8,8,8,8,7,8,7,9,8,7,9,7,8,7,8,8,8,7,9,7,9,8,8,9,7,0,0,8,7.75,8
245,6/30/17 0:31,R_3hfkHrSoWV5iEJO,2,5, ,2,1,6,3,8,9,9,8,9,6,8,9,9,9,8,8,10,5,9,6,7,7,9,8,6,7,6,8,7,6,7,8,7,5,6,0,0,8.25,7.916666667,6.636363636
138,6/30/17 0:38,R_10qMubBP4IIY2xH,1,1, ,1,2,5,3,8,7,9,7,8,7,8,7,7,8,8,8,8,9,8,9,8,8,9,8,8,8,8,9,8,8,8,8,9,8,8,0,0,7.625,8.166666667,8.181818182
157,6/30/17 0:54,R_31GzzFqRTqrdMVP,1,1, ,2,2,5,3,8,10,9,10,10,10,8,10,8,8,9,8,10,9,10,9,8,9,9,10,8,9,9,10,10,9,9,8,10,9,8,0,0,9.375,8.916666667,9
2048,6/30/17 1:12,R_24wnvV4CagF8KfF,2,5, ,1,3,5,4,10,10,10,6,4,10,10,10,10,10,5,8,10,10,10,10,7,10,5,10,9,10,10,10,10,7,0,7,8,5,0,0,0,8.75,8.75,6.909090909
201,6/30/17 3:17,R_2vceu0zDAr6jpl2,2,3, ,2,3,6,4,7,9,9,9,9,8, , ,9,7,10,9,10,9,10,9,10,9,9,9,9,9,9,8,10,9,10,9,9,9,9,1,0,8.5,9.166666667,9.090909091
353,6/30/17 3:57,R_3NX9yYOpbnPNOsT,1,1, ,2,2,5,4,8,10,10,8,9,7,8,10,9,9,8,6,10,9,10,9,10,8,10,10,10,10,9,10,10,8,9,10,7,8,9,0,0,8.75,9,9.090909091
1209,6/30/17 4:27,R_1hANmFdFxcFVagX,1,5, ,1,2,5,3,5,9,7,8,4,7,5,8,7,8,8,8,7,8,6,7,8,6,8,9,9,9,8,8,7,8,6,7,8,5,8,0,0,6.625,7.5,7.545454545
560,6/30/17 5:13,R_sG50fAujmCBEwDf,1,5, ,1,3,4,4,5,5,6,7,7,4,7,7,7,6,7,7,8,7,8,7,7,7,7,7,7,7,8,7,8,7,8,7,6,7,6,0,0,6,7.083333333,7.090909091
249,6/30/17 5:15,R_1FneodLkgL2155j,2,5, ,2,1,6,4,5,8,7,8,4,7,9,8,6,8,6,7,8,7,7,7,8,4,5,6,6,7,7,7,8,5,5,6,4,6,5,0,0,7,6.583333333,6
195,6/30/17 5:36,R_DwsT9Ic6c8OqVl7,2,1, ,1,3,5,4,8,10,8,8,6,9,9,8,9,7,8,6,10,8,10,9,8,6,8,10,10,10,7,3,7,3,5,9,6,8,10,0,0,8.25,8.25,7.090909091
208,6/30/17 6:27,R_2WNjvvmIuXEKc0t,1,5, ,2,2,6,4,7,6,7,7,7,6,8,7,7,7,8,6,7,7,8,9,7,8,8,8,7,7,9,9,8,7,5,9,9,9,9,0,0,6.875,7.5,8
